ID_REF	GSM61941	GSM61943	GSM61952	GSM61954	GSM61956	GSM61958	GSM61960
TI4932_1S001261_1	661	132	190	174	99	303	385
TI4932_1S001261_2	505	121	155	155	71	251	343
TI4932_1S001262_1	3335	22007	21171	22456	19557	19799	17217
TI4932_1S001262_2	3573	23470	21870	23353	20571	19359	20050
TI4932_1S001263_1	31	48	32	37	35	37	36
TI4932_1S001263_2	29	46	33	38	36	38	37
TI4932_1S001264_1	218	321	325	268	212	246	219
TI4932_1S001264_2	282	375	383	351	217	287	266
TI4932_1S001265_1	8953	19593	20724	21191	20904	20477	20390
TI4932_1S001265_2	9769	17659	21392	20179	19613	21452	20403
TI4932_1S001266_1	41	50	40	45	43	50	47
TI4932_1S001266_2	39	42	40	41	34	46	41
TI4932_1S001267_1	1343	301	361	246	272	683	789
TI4932_1S001267_2	1681	289	413	312	369	731	990
TI4932_1S001268_1	1420	1523	1434	1420	1075	1404	1316
TI4932_1S001268_2	1469	1641	1510	1314	1109	1394	1327
TI4932_1S001269_1	239	265	174	138	124	292	202
TI4932_1S001269_2	219	195	153	132	144	261	183
TI4932_1S001270_1	138	280	205	169	95	249	193
TI4932_1S001270_2	99	324	204	143	105	238	228
TI4932_1S001271_1	931	1063	876	720	1123	594	1276
TI4932_1S001271_2	888	898	716	627	867	545	1338
TI4932_1S001272_1	70	116	68	52	59	76	75
TI4932_1S001272_2	75	146	94	61	62	95	99
TI4932_1S001273_1	85	72	60	64	57	83	111
TI4932_1S001273_2	97	81	73	83	73	90	114
TI4932_1S001274_1	1011	1655	954	1021	589	914	1100
TI4932_1S001274_2	933	1800	947	1102	783	1031	1303
TI4932_1S001275_1	622	1795	2001	1679	1275	1261	757
TI4932_1S001275_2	537	1636	1806	1875	1347	1230	644
TI4932_1S001276_1	411	599	284	342	341	582	606
TI4932_1S001276_2	395	623	304	343	273	600	540
TI4932_1S001277_1	60	353	171	165	118	119	51
TI4932_1S001277_2	63	387	227	192	105	124	55
TI4932_1S001278_1	180	1841	2320	2871	1835	1044	710
TI4932_1S001278_2	206	2136	2639	2844	2031	1111	733
TI4932_1S001279_1	151	342	450	297	157	403	291
TI4932_1S001279_2	153	348	427	356	141	350	271
TI4932_1S001280_1	38	40	34	34	41	38	38
TI4932_1S001280_2	44	38	34	47	51	37	39
TI4932_1S001281_1	44	40	40	45	47	54	39
TI4932_1S001281_2	46	40	37	47	49	58	44
TI4932_1S001282_1	1937	1812	1835	1836	1573	1787	1909
TI4932_1S001282_2	2034	1911	1969	1901	1312	1988	2086
TI4932_1S001283_1	339	218	219	140	86	254	323
TI4932_1S001283_2	379	229	181	144	114	259	362
TI4932_1S001284_1	2280	208	510	272	252	597	1339
TI4932_1S001284_2	2309	236	546	304	255	633	1540
TI4932_1S001285_1	171	162	188	210	157	185	188
TI4932_1S001285_2	177	190	203	175	120	241	193
TI4932_1S001286_1	357	628	755	1006	295	777	543
TI4932_1S001286_2	369	738	885	1369	663	939	738
TI4932_1S001287_1	191	100	99	100	101	104	143
TI4932_1S001287_2	187	104	93	85	85	114	168
TI4932_1S001288_1	705	903	1032	1332	925	864	793
TI4932_1S001288_2	736	924	1114	1150	767	885	834
TI4932_1S001289_1	789	479	678	540	432	472	540
TI4932_1S001289_2	891	504	671	669	336	500	625
TI4932_1S001290_1	40	186	67	62	61	61	49
TI4932_1S001290_2	46	196	70	76	68	76	55
TI4932_1S001291_1	135	538	435	356	139	289	210
TI4932_1S001291_2	98	383	436	305	137	253	196
TI4932_1S001292_1	178	268	200	169	143	241	266
TI4932_1S001292_2	193	282	235	229	135	234	251
TI4932_1S001293_1	117	162	106	96	95	112	115
TI4932_1S001293_2	73	145	75	83	65	94	89
TI4932_1S001294_1	2355	21202	17993	19494	17339	16519	11670
TI4932_1S001294_2	1970	22182	17212	17823	16912	16912	12797
TI4932_1S001295_1	106	112	94	93	63	121	112
TI4932_1S001295_2	120	144	107	89	78	139	116
TI4932_1S001296_1	568	345	301	275	149	357	406
TI4932_1S001296_2	631	363	339	278	140	391	453
TI4932_1S001297_1	202	119	109	87	78	119	132
TI4932_1S001297_2	202	113	90	93	86	120	155
TI4932_1S001298_1	868	432	386	214	210	521	490
TI4932_1S001298_2	891	399	459	287	292	546	582
TI4932_1S001299_1	323	209	196	149	146	200	328
TI4932_1S001299_2	431	225	190	211	185	238	256
TI4932_1S001300_1	557	740	520	596	216	420	557
TI4932_1S001300_2	599	803	525	602	156	504	624
TI4932_1S001301_1	328	206	182	125	88	171	247
TI4932_1S001301_2	421	223	203	213	100	204	307
TI4932_1S001302_1	1236	2790	1546	1611	945	1488	1556
TI4932_1S001302_2	1211	2407	1419	1674	954	1307	1419
TI4932_1S001303_1	354	239	248	255	141	247	308
TI4932_1S001303_2	406	287	298	222	118	303	338
TI4932_1S001304_1	449	1921	1388	1559	740	975	1063
TI4932_1S001304_2	451	2017	1188	1225	672	941	914
TI4932_1S001305_1	485	220	214	253	258	331	398
TI4932_1S001305_2	460	223	286	191	197	326	439
TI4932_1S001306_1	1177	2548	2061	2230	1824	2294	1934
TI4932_1S001306_2	1452	2767	2321	2509	2104	2559	2332
TI4932_1S001307_1	592	749	977	892	376	776	733
TI4932_1S001307_2	655	777	959	956	576	821	800
TI4932_1S001308_1	1246	505	564	507	228	691	1050
TI4932_1S001308_2	1542	626	706	421	264	751	1258
TI4932_1S001309_1	402	191	215	152	121	270	264
TI4932_1S001309_2	495	187	188	144	115	306	376
TI4932_1S001310_1	184	189	182	217	163	182	186
TI4932_1S001310_2	147	136	128	133	132	132	139
TI4932_1S001311_1	831	353	345	309	178	415	451
TI4932_1S001311_2	671	378	392	417	276	397	422
TI4932_1S001312_1	78	91	85	67	61	73	91
TI4932_1S001312_2	73	85	66	69	81	68	73
TI4932_1S001313_1	47	122	59	56	56	69	54
TI4932_1S001313_2	33	102	52	65	46	58	45
TI4932_1S001314_1	914	821	852	527	532	411	497
TI4932_1S001314_2	999	1024	976	684	735	497	561
TI4932_1S001315_1	292	151	183	185	139	254	286
TI4932_1S001315_2	243	126	135	161	104	244	257
TI4932_1S001316_1	89	110	75	81	71	102	133
TI4932_1S001316_2	116	117	94	78	61	125	165
TI4932_1S001317_1	42	40	43	48	43	38	40
TI4932_1S001317_2	35	34	34	34	34	33	34
TI4932_1S001318_1	1767	13985	12720	12052	11569	12895	9027
TI4932_1S001318_2	1697	13934	12535	12838	12717	13538	8727
TI4932_1S001319_1	50	42	50	53	52	53	59
TI4932_1S001319_2	55	47	47	62	54	55	80
TI4932_1S001320_1	46	298	150	104	73	81	50
TI4932_1S001320_2	44	269	95	97	72	70	46
TI4932_1S001321_1	1747	14393	13859	13347	11776	13748	7886
TI4932_1S001321_2	2108	15810	13986	14325	13452	14178	9118
TI4932_1S001322_1	113	227	155	207	185	253	182
TI4932_1S001322_2	107	200	154	163	123	236	162
TI4932_1S001323_1	892	856	830	812	865	1070	1022
TI4932_1S001323_2	959	1044	832	876	1015	1067	1025
TI4932_1S001324_1	9335	262	616	342	321	871	4766
TI4932_1S001324_2	7083	251	413	296	288	685	3991
TI4932_1S001325_1	1713	5704	3965	4087	3632	3832	3096
TI4932_1S001325_2	2098	6114	4109	4117	3697	4277	3222
TI4932_1S001326_1	2791	721	1302	925	1168	1594	1570
TI4932_1S001326_2	2823	882	1393	1046	1135	1520	1665
TI4932_1S001327_1	1844	984	1161	1078	694	1161	1277
TI4932_1S001327_2	1637	1038	1054	1144	694	1222	1144
TI4932_1S001328_1	302	207	156	157	98	209	356
TI4932_1S001328_2	268	219	189	155	121	219	333
TI4932_1S001329_1	505	374	374	386	243	469	502
TI4932_1S001329_2	443	335	284	404	251	421	447
TI4932_1S001330_1	121	182	111	106	72	133	139
TI4932_1S001330_2	163	188	123	131	76	159	157
TI4932_1S001331_1	9261	6629	10136	10807	8893	3898	14032
TI4932_1S001331_2	9599	6464	10125	11473	8963	3893	13715
TI4932_1S001332_1	1054	545	392	395	389	777	880
TI4932_1S001332_2	1189	564	442	404	420	696	912
TI4932_1S001333_1	752	641	534	435	268	540	767
TI4932_1S001333_2	740	739	554	522	238	581	669
TI4932_1S001334_1	84	128	95	91	94	97	90
TI4932_1S001334_2	101	118	124	97	72	105	86
TI4932_1S001335_1	67	320	144	137	94	109	72
TI4932_1S001335_2	72	323	169	138	103	109	63
TI4932_1S001336_1	172	164	110	130	128	159	184
TI4932_1S001336_2	234	181	142	151	115	168	205
TI4932_1S001337_1	150	361	163	157	88	292	222
TI4932_1S001337_2	140	288	160	140	105	236	196
TI4932_1S001338_1	73	197	91	90	71	104	82
TI4932_1S001338_2	83	219	116	131	88	124	108
TI4932_1S001339_1	513	160	209	111	101	329	487
TI4932_1S001339_2	427	101	130	112	103	257	422
TI4932_1S001340_1	1179	10628	8836	8142	9166	8767	6027
TI4932_1S001340_2	1234	11661	8905	8442	10172	9535	5749
TI4932_1S001341_1	357	536	473	469	377	812	521
TI4932_1S001341_2	316	488	401	392	242	724	480
TI4932_1S001342_1	58	90	43	48	49	48	48
TI4932_1S001342_2	53	70	53	53	42	52	51
TI4932_1S001343_1	533	184	143	109	147	273	502
TI4932_1S001343_2	514	205	198	123	156	283	477
TI4932_1S001344_1	1019	876	891	744	623	690	693
TI4932_1S001344_2	1114	837	848	727	621	744	684
TI4932_1S001345_1	215	134	121	105	121	182	308
TI4932_1S001345_2	245	137	126	125	98	185	294
TI4932_1S001346_1	56	76	51	50	47	50	52
TI4932_1S001346_2	64	89	55	65	40	55	58
TI4932_1S001347_1	603	145	211	199	180	335	678
TI4932_1S001347_2	528	111	172	167	121	335	557
TI4932_1S001348_1	95	189	137	162	83	159	158
TI4932_1S001348_2	86	135	113	117	84	124	122
TI4932_1S001349_1	1272	769	970	671	388	644	729
TI4932_1S001349_2	1130	730	1022	799	708	611	817
TI4932_1S001350_1	57	87	61	63	70	62	63
TI4932_1S001350_2	51	72	53	53	56	50	53
TI4932_1S001351_1	2987	2579	3214	2154	2164	2908	1941
TI4932_1S001351_2	2762	2367	3159	2016	2135	2722	2097
TI4932_1S001352_1	99	95	88	91	93	91	148
TI4932_1S001352_2	99	90	75	73	66	79	144
TI4932_1S001353_1	83	86	73	73	68	75	76
TI4932_1S001353_2	82	73	59	53	60	67	79
TI4932_1S001354_1	452	417	275	219	113	263	377
TI4932_1S001354_2	508	439	305	235	113	301	429
TI4932_1S001355_1	2272	2680	2178	2543	2449	1838	2278
TI4932_1S001355_2	2249	2559	2073	2623	2007	1744	2207
TI4932_1S001356_1	68	76	72	79	65	74	67
TI4932_1S001356_2	62	79	84	73	88	79	72
TI4932_1S001357_1	150	257	221	147	106	191	176
TI4932_1S001357_2	187	263	194	139	120	218	199
TI4932_1S001358_1	382	214	190	106	119	266	302
TI4932_1S001358_2	341	172	155	127	119	236	286
TI4932_1S001359_1	1259	2110	1275	1348	811	652	726
TI4932_1S001359_2	1321	2227	1492	1424	1215	804	933
TI4932_1S001360_1	470	263	186	189	123	340	504
TI4932_1S001360_2	575	290	221	138	122	350	565
TI4932_1S001361_1	543	298	190	104	108	365	432
TI4932_1S001361_2	440	264	211	122	113	333	362
TI4932_1S001362_1	81	75	68	52	55	65	77
TI4932_1S001362_2	58	65	49	58	35	56	59
TI4932_1S001363_1	92	891	342	391	173	177	87
TI4932_1S001363_2	86	844	348	426	140	210	91
TI4932_1S001364_1	3048	3018	2381	2789	3031	3081	3056
TI4932_1S001364_2	3446	3076	2791	3076	3076	3172	3239
TI4932_1S001365_1	268	271	167	230	153	259	339
TI4932_1S001365_2	298	276	213	168	170	279	420
TI4932_1S001366_1	59	64	57	59	64	57	58
TI4932_1S001366_2	54	59	54	55	56	50	50
TI4932_1S001367_1	4271	23424	19387	23580	19479	19387	12638
TI4932_1S001367_2	5017	23377	21923	25669	23734	19116	13738
TI4932_1S001368_1	64	53	52	62	55	62	77
TI4932_1S001368_2	68	49	54	78	63	58	88
TI4932_1S001369_1	366	1194	1158	1411	797	1380	679
TI4932_1S001369_2	371	1151	1205	1528	754	1394	694
TI4932_1S001370_1	226	182	258	291	219	272	294
TI4932_1S001370_2	223	194	284	238	155	257	291
TI4932_1S001371_1	8919	2557	2365	2965	4086	3238	4697
TI4932_1S001371_2	8980	2545	2502	2864	3711	3289	4351
TI4932_1S001372_1	2349	818	765	504	828	1267	1287
TI4932_1S001372_2	2362	826	855	515	576	1303	1415
TI4932_1S001373_1	76	54	66	63	50	63	77
TI4932_1S001373_2	78	62	82	74	85	75	84
TI4932_1S001374_1	43	86	93	73	67	109	54
TI4932_1S001374_2	48	105	93	87	91	99	50
TI4932_1S001375_1	4327	3088	2564	3058	3438	2470	2800
TI4932_1S001375_2	4595	3102	2707	3279	3357	2410	2822
TI4932_1S001376_1	1793	4031	2270	1888	2602	2384	2256
TI4932_1S001376_2	1722	4192	2047	2205	2563	2935	2176
TI4932_1S001377_1	1644	309	430	240	318	462	686
TI4932_1S001377_2	1479	355	365	305	418	524	799
TI4932_1S001378_1	277	310	264	222	257	270	217
TI4932_1S001378_2	211	289	207	173	216	213	181
TI4932_1S001379_1	16924	3088	3080	2734	2928	8436	11907
TI4932_1S001379_2	16593	2914	3311	2889	3321	7901	11327
TI4932_1S001380_1	51	146	60	59	52	58	50
TI4932_1S001380_2	54	137	70	63	58	63	59
TI4932_1S001381_1	37	43	34	37	45	38	35
TI4932_1S001381_2	35	53	37	36	44	36	34
TI4932_1S001382_1	2197	1152	1274	1109	2343	3892	5337
TI4932_1S001382_2	2422	1140	1488	1438	2687	5111	5667
TI4932_1S001383_1	1164	1021	1227	1372	1418	933	1184
TI4932_1S001383_2	1244	996	1397	1148	1115	938	1163
TI4932_1S001384_1	398	760	1253	1211	357	764	727
TI4932_1S001384_2	406	773	1184	1160	533	769	744
TI4932_1S001385_1	1197	1864	1928	1919	1722	2045	1493
TI4932_1S001385_2	1068	1666	1670	2119	1322	1968	1399
TI4932_1S001386_1	157	100	87	82	67	119	130
TI4932_1S001386_2	182	106	88	102	53	129	152
TI4932_1S001387_1	27	28	29	31	31	28	28
TI4932_1S001387_2	26	26	29	33	34	27	27
TI4932_1S001388_1	36	35	34	38	41	36	35
TI4932_1S001388_2	40	40	40	48	40	40	41
TI4932_1S001389_1	468	294	293	244	103	305	283
TI4932_1S001389_2	439	282	330	235	124	277	282
TI4932_1S001390_1	153	94	102	100	98	96	114
TI4932_1S001390_2	143	82	85	85	54	81	85
TI4932_1S001391_1	22023	38255	36305	35198	36222	41115	34876
TI4932_1S001391_2	22502	39480	39050	36396	35420	37082	35493
TI4932_1S001392_1	7978	2205	1469	1276	2468	2555	2876
TI4932_1S001392_2	8913	2371	1581	1551	2857	2665	3122
TI4932_1S001393_1	67	162	96	90	68	71	62
TI4932_1S001393_2	56	152	95	95	66	73	67
TI4932_1S001394_1	60	87	73	85	81	76	57
TI4932_1S001394_2	56	98	80	108	77	74	62
TI4932_1S001395_1	14815	4368	2705	2557	3775	5054	7628
TI4932_1S001395_2	13157	4599	2621	2782	3990	4841	6639
TI4932_1S001396_1	1122	161	220	144	106	376	534
TI4932_1S001396_2	1316	164	240	222	108	367	659
TI4932_1S001397_1	538	807	691	611	665	612	640
TI4932_1S001397_2	646	725	693	736	350	657	584
TI4932_1S001398_1	51	69	48	47	51	59	50
TI4932_1S001398_2	59	59	54	55	45	56	56
TI4932_1S001399_1	9432	1134	852	756	1104	2805	6924
TI4932_1S001399_2	8628	930	752	871	820	2989	6805
TI4932_1S001400_1	535	446	452	353	236	456	473
TI4932_1S001400_2	647	450	408	355	226	478	507
TI4932_1S001401_1	3957	40	41	50	49	40	64
TI4932_1S001401_2	4402	35	46	47	44	36	61
TI4932_1S001402_1	415	360	396	415	256	476	396
TI4932_1S001402_2	427	348	397	369	330	495	393
TI4932_1S001403_1	587	184	333	197	219	428	428
TI4932_1S001403_2	599	225	390	238	280	398	463
TI4932_1S001404_1	37	49	44	41	39	54	41
TI4932_1S001404_2	39	56	44	50	58	50	46
TI4932_1S001405_1	255	232	291	195	136	349	281
TI4932_1S001405_2	203	214	254	164	120	335	249
TI4932_1S001406_1	953	947	1000	858	646	1028	855
TI4932_1S001406_2	833	944	956	834	484	983	817
TI4932_1S001407_1	3187	2290	1702	1057	2457	4721	2384
TI4932_1S001407_2	2857	2260	1582	1156	2422	4903	2266
TI4932_1S001408_1	2605	2011	1747	966	1401	4613	2178
TI4932_1S001408_2	2942	2097	1877	984	1804	4626	2334
TI4932_1S001409_1	197	209	201	216	176	299	209
TI4932_1S001409_2	245	251	257	299	202	348	257
TI4932_1S001410_1	118	148	152	159	152	225	152
TI4932_1S001410_2	206	203	174	169	174	318	203
TI4932_1S001411_1	100	119	119	115	114	247	128
TI4932_1S001411_2	84	119	97	98	87	256	110
TI4932_1S001412_1	154	55	57	60	60	88	146
TI4932_1S001412_2	113	53	40	53	69	76	125
TI4932_1S001413_1	45	47	41	49	42	46	45
TI4932_1S001413_2	50	43	36	43	43	41	43
TI4932_1S001414_1	452	1178	994	1224	411	529	342
TI4932_1S001414_2	464	1433	976	1161	281	519	320
TI4932_1S001415_1	405	102	126	112	86	222	306
TI4932_1S001415_2	446	101	115	98	78	233	441
TI4932_1S001416_1	87	110	109	110	97	125	119
TI4932_1S001416_2	120	144	122	138	101	142	158
TI4932_1S001417_1	818	693	499	606	219	477	518
TI4932_1S001417_2	798	784	597	674	308	474	591
TI4932_1S001418_1	853	545	916	473	411	475	521
TI4932_1S001418_2	973	548	978	535	337	583	633
TI4932_1S001419_1	113	75	94	94	76	120	107
TI4932_1S001419_2	101	87	105	79	74	105	128
TI4932_1S001420_1	1524	1619	1516	1465	1090	1407	1177
TI4932_1S001420_2	1643	1772	1415	1475	1264	1382	1299
TI4932_1S001421_1	175	152	105	99	99	169	150
TI4932_1S001421_2	204	163	124	108	125	198	168
TI4932_1S001422_1	41	45	40	46	37	50	44
TI4932_1S001422_2	35	47	37	39	32	45	42
TI4932_1S001423_1	7767	2595	2143	1705	2552	2864	3448
TI4932_1S001423_2	8233	2847	2166	1352	2682	2980	3407
TI4932_1S001424_1	608	375	301	288	202	291	432
TI4932_1S001424_2	556	417	270	312	208	301	391
TI4932_1S001425_1	1184	2692	2820	3402	1432	1896	1488
TI4932_1S001425_2	1421	2706	2932	3327	1592	1943	1633
TI4932_1S001426_1	71	35	36	40	40	39	49
TI4932_1S001426_2	81	37	36	42	41	38	46
TI4932_1S001427_1	282	359	261	194	139	328	397
TI4932_1S001427_2	267	392	268	265	141	294	426
TI4932_1S001428_1	63	346	273	230	207	286	178
TI4932_1S001428_2	57	270	230	200	123	255	130
TI4932_1S001429_1	2041	17217	15401	15521	13070	13646	7285
TI4932_1S001429_2	1765	15533	14273	13081	15561	13037	7124
TI4932_1S001430_1	160	258	204	175	116	192	184
TI4932_1S001430_2	158	282	212	175	105	193	185
TI4932_1S001431_1	3265	845	1100	1114	619	1710	1866
TI4932_1S001431_2	2967	764	1000	638	375	1321	1614
TI4932_1S001432_1	847	3231	1852	1726	1530	2304	1852
TI4932_1S001432_2	843	3201	1831	1928	1309	2349	1795
TI4932_1S001433_1	667	358	358	280	175	487	582
TI4932_1S001433_2	751	375	418	375	227	534	773
TI4932_1S001434_1	364	373	345	281	169	457	341
TI4932_1S001434_2	503	416	418	343	230	502	458
TI4932_1S001435_1	37	45	43	52	39	44	38
TI4932_1S001435_2	41	48	39	49	42	41	38
TI4932_1S001436_1	856	1497	2459	2705	1493	1940	2247
TI4932_1S001436_2	893	1686	2847	2972	1720	2108	2675
TI4932_1S001437_1	1703	3043	1865	1482	1578	1343	866
TI4932_1S001437_2	1685	2712	1699	1332	1682	1158	810
TI4932_1S001438_1	472	556	218	332	183	323	332
TI4932_1S001438_2	554	530	245	277	173	363	391
TI4932_1S001439_1	918	607	636	550	421	666	757
TI4932_1S001439_2	902	617	663	543	436	692	703
TI4932_1S001440_1	450	1292	1288	1674	1407	1187	1021
TI4932_1S001440_2	574	1312	1497	1680	1336	1288	1062
TI4932_1S001441_1	139	83	70	75	64	82	137
TI4932_1S001441_2	117	81	73	71	59	83	128
TI4932_1S001442_1	56	2502	1265	1320	418	795	250
TI4932_1S001442_2	76	2636	1392	1382	429	926	239
TI4932_1S001443_1	1496	783	235	253	333	1281	2273
TI4932_1S001443_2	1375	787	288	249	244	1339	2082
TI4932_1S001444_1	1397	1010	652	713	343	1100	1109
TI4932_1S001444_2	1375	1104	709	791	453	1074	1100
TI4932_1S001445_1	1279	1512	953	1156	879	1267	1283
TI4932_1S001445_2	913	1362	723	958	819	1056	1135
TI4932_1S001446_1	192	484	355	325	230	332	299
TI4932_1S001446_2	185	504	406	327	284	404	303
TI4932_1S001447_1	53	53	51	56	49	50	58
TI4932_1S001447_2	68	65	63	66	61	61	64
TI4932_1S001448_1	13977	15665	13268	12750	15143	12708	13339
TI4932_1S001448_2	13313	14361	12763	12812	14493	11792	12080
TI4932_1S001449_1	160	166	159	123	117	271	207
TI4932_1S001449_2	179	189	189	130	109	289	234
TI4932_1S001450_1	2153	3839	5026	3044	2873	2698	1822
TI4932_1S001450_2	2531	4365	4041	3488	3232	2845	2025
TI4932_1S001451_1	184	84	67	80	68	83	100
TI4932_1S001451_2	189	77	59	66	69	77	80
TI4932_1S001452_1	165	324	195	191	140	218	180
TI4932_1S001452_2	161	307	187	192	121	235	160
TI4932_1S001453_1	16856	20693	20060	20060	19815	21085	19018
TI4932_1S001453_2	16794	21014	18687	20608	18840	19579	18538
TI4932_1S001454_1	926	11618	9160	9334	6946	5344	2403
TI4932_1S001454_2	1042	12168	9225	9248	6255	5972	2469
TI4932_1S001455_1	616	220	213	190	142	599	525
TI4932_1S001455_2	729	250	310	247	242	640	642
TI4932_1S001456_1	14323	2192	2501	2363	3040	4436	6301
TI4932_1S001456_2	13217	1958	2289	2270	2734	4122	5402
TI4932_1S001457_1	69	50	58	58	44	83	74
TI4932_1S001457_2	77	57	77	73	64	110	115
TI4932_1S001458_1	130	309	348	316	176	314	248
TI4932_1S001458_2	121	344	327	262	109	327	265
TI4932_1S001459_1	490	655	377	380	265	565	740
TI4932_1S001459_2	551	858	402	450	299	645	851
TI4932_1S001460_1	491	426	212	162	141	382	435
TI4932_1S001460_2	533	465	245	239	155	408	496
TI4932_1S001461_1	473	181	184	127	123	286	442
TI4932_1S001461_2	341	168	152	98	112	270	442
TI4932_1S001462_1	39	39	36	38	40	36	38
TI4932_1S001462_2	41	41	39	39	41	41	41
TI4932_1S001463_1	49	68	48	50	43	50	58
TI4932_1S001463_2	49	62	42	49	33	53	55
TI4932_1S001464_1	11946	11170	8785	7757	11781	10981	7289
TI4932_1S001464_2	10394	10917	8449	7057	12366	10524	6621
TI4932_1S001465_1	1154	842	918	798	640	1181	1187
TI4932_1S001465_2	1015	726	957	957	385	1089	1132
TI4932_1S001466_1	200	209	205	185	142	362	287
TI4932_1S001466_2	182	183	193	219	133	322	269
TI4932_1S001467_1	152	350	194	212	126	256	231
TI4932_1S001467_2	120	316	160	187	140	203	198
TI4932_1S001468_1	2082	1662	1831	1015	1147	2089	1902
TI4932_1S001468_2	2519	1818	1956	1199	1026	2323	2138
TI4932_1S001469_1	1522	285	238	269	217	359	685
TI4932_1S001469_2	1522	264	234	226	210	361	681
TI4932_1S001470_1	4667	969	2581	1400	2460	4601	5773
TI4932_1S001470_2	4919	1051	2574	1613	2957	4278	5987
TI4932_1S001471_1	14246	10694	6518	6271	10867	5537	8451
TI4932_1S001471_2	15336	11571	7136	7046	11406	5903	8216
TI4932_1S001472_1	2203	945	1144	939	1075	1675	1543
TI4932_1S001472_2	2063	888	1038	879	789	1404	1434
TI4932_1S001473_1	838	745	664	644	616	903	831
TI4932_1S001473_2	832	751	757	651	472	961	1015
TI4932_1S001474_1	393	278	156	145	137	236	356
TI4932_1S001474_2	392	272	149	141	114	250	314
TI4932_1S001475_1	483	410	396	345	202	420	422
TI4932_1S001475_2	319	319	311	319	109	333	319
TI4932_1S001476_1	140	1064	384	507	153	503	319
TI4932_1S001476_2	149	1049	344	397	146	456	309
TI4932_1S001477_1	2658	2747	3401	2396	2070	3598	2786
TI4932_1S001477_2	2957	3057	3922	2390	2041	3762	2884
TI4932_1S001478_1	1161	3219	2651	2336	1631	2896	1828
TI4932_1S001478_2	1338	3168	3346	2558	1889	3216	2088
TI4932_1S001479_1	77	252	168	175	197	233	168
TI4932_1S001479_2	84	255	177	156	158	227	164
TI4932_1S001480_1	68	455	137	142	83	90	69
TI4932_1S001480_2	63	585	171	192	87	104	65
TI4932_1S001481_1	466	1810	3173	2543	2156	2695	1783
TI4932_1S001481_2	464	1891	2964	2163	1709	2619	1650
TI4932_1S001482_1	2006	1873	1224	1306	1205	1352	1238
TI4932_1S001482_2	1813	1558	1212	1245	815	1290	1265
TI4932_1S001483_1	252	267	252	184	165	253	295
TI4932_1S001483_2	293	253	227	240	173	245	274
TI4932_1S001484_1	57	946	521	327	167	204	102
TI4932_1S001484_2	70	1134	688	486	208	265	130
TI4932_1S001485_1	45	47	38	37	33	38	44
TI4932_1S001485_2	55	51	39	39	36	40	58
TI4932_1S001486_1	550	2135	1387	1826	1363	1145	1113
TI4932_1S001486_2	626	1883	1297	1463	1128	1073	1162
TI4932_1S001487_1	496	370	429	343	228	432	422
TI4932_1S001487_2	451	324	349	322	193	422	378
TI4932_1S001488_1	2051	6249	5395	3923	3478	5964	4116
TI4932_1S001488_2	2150	6547	5966	4810	3912	6048	4132
TI4932_1S001489_1	1096	742	839	883	614	880	1105
TI4932_1S001489_2	1154	878	785	863	600	878	1171
TI4932_1S001490_1	646	1480	3669	3364	839	960	2681
TI4932_1S001490_2	608	1380	3284	3765	541	860	1993
TI4932_1S001491_1	2036	5036	2041	2270	2015	2193	1916
TI4932_1S001491_2	1850	5142	2098	2179	2081	2167	2030
TI4932_1S001492_1	184	179	138	108	86	166	181
TI4932_1S001492_2	185	155	103	97	81	137	160
TI4932_1S001493_1	538	590	467	616	194	522	616
TI4932_1S001493_2	467	537	449	462	271	460	575
TI4932_1S001494_1	827	242	295	256	199	306	591
TI4932_1S001494_2	808	204	230	266	139	269	447
TI4932_1S001495_1	52	55	50	59	52	52	55
TI4932_1S001495_2	53	54	53	60	58	54	54
TI4932_1S001496_1	105	212	128	133	113	132	134
TI4932_1S001496_2	94	198	124	114	78	116	118
TI4932_1S001497_1	2148	1069	925	1052	899	1099	1069
TI4932_1S001497_2	2086	1047	898	845	936	1079	1049
TI4932_1S001498_1	310	262	257	255	132	209	318
TI4932_1S001498_2	289	241	209	242	134	189	286
TI4932_1S001499_1	385	656	659	539	256	544	495
TI4932_1S001499_2	319	587	560	489	229	491	436
TI4932_1S001500_1	2893	3764	2549	3038	2985	2867	2799
TI4932_1S001500_2	2225	2871	2082	2562	2129	2379	2386
TI4932_1S001501_1	1741	570	519	337	507	1007	1397
TI4932_1S001501_2	1408	547	492	330	406	839	1231
TI4932_1S001502_1	1685	2283	1201	1107	1088	1319	1345
TI4932_1S001502_2	1847	2148	1162	1163	1078	1188	1269
TI4932_1S001503_1	118	193	114	123	99	108	141
TI4932_1S001503_2	130	205	135	149	115	119	138
TI4932_1S001504_1	2094	4839	4291	4364	4368	3733	3009
TI4932_1S001504_2	2322	5557	4874	5055	5063	4028	3296
TI4932_1S001505_1	2482	116	86	76	99	102	145
TI4932_1S001505_2	2423	106	104	112	112	126	150
TI4932_1S001506_1	1939	5379	3552	4181	3853	3331	2237
TI4932_1S001506_2	1693	5178	3860	3862	3301	3202	2124
TI4932_1S001507_1	5565	2894	3269	2872	2833	3841	3822
TI4932_1S001507_2	4688	2666	3032	2623	2805	3769	3499
TI4932_1S001508_1	257	301	226	145	104	306	424
TI4932_1S001508_2	260	282	232	170	121	319	410
TI4932_1S001509_1	72	108	70	74	59	65	72
TI4932_1S001509_2	75	138	73	81	62	72	75
