ID_REF	GSM101230	GSM101231	GSM101232	GSM101233	GSM101234	GSM101235	GSM101236	GSM101237	GSM101238	GSM101239	GSM101240	GSM101241	GSM101242	GSM101243	GSM101244
lysT_b0743_s_at	20010.8	30046.6	19425.8	19457.6	23687	26356.2	42616.6	22319.3	26080	40323.1	25291.4	15251.8	37260.7	48643.9	25084.3
lysU_b4129_at	2928.7	3559.5	3455.9	4070.9	4041.3	2503	2352	2629	2366.1	2640.8	2347.7	1727.9	2040.7	2349.4	2735.9
lysW_b0745_s_at	17613	24086.8	16796.1	16807.6	22108.7	21840.6	36293.4	20326.8	21869.1	32194.2	21389.7	12417.9	28436.9	40133.8	20834.4
lysY_b0747_s_at	18818	28600.3	18795.5	17400.9	23111.3	26672.3	41193.1	22163.1	24242.8	39836	28044.7	14939.1	38791.8	47853.4	26247
lysZ_b0748_s_at	20150.3	30541.6	18823.5	18123.3	21243.8	23273.2	34383.2	20437.1	23782.2	39411.1	24958.6	14339	32497	48235.5	24186.5
lytB_b0029_at	1890.6	1859.1	2414.4	1900.5	2223.8	2575.3	2776.7	2692.9	2409.6	2162	2063.1	2969.8	2093.5	2012.2	2061.7
lyxK_b3580_at	47.9	15.1	50.2	61.9	36.9	165.6	84	118.7	79	124.6	77.1	175.2	62.9	15.2	56.3
malE_b4034_at	620.3	581.1	665	686.6	626.4	14014.5	21439	15147.2	13328.5	18636.5	1195.8	1294.8	1376.5	1642.8	736.6
malF_b4033_at	399.1	725.2	570	669.4	494	4187.8	5243.7	3646.8	3267.4	4516.9	804.1	937	318.7	745.9	622.6
malG_b4032_at	244.7	378.8	427.9	401.5	417	3291.6	3328.2	3260.3	2638.3	3724.7	583.6	447	332.1	452	287.7
malI_b1620_at	169.5	273.8	166.1	233.2	156.6	174.6	55.1	178.8	238	255.2	198.9	372.3	321.3	254.5	146.4
malK_b4035_at	150.9	193.5	218.2	167.1	159.9	12534.8	15018.9	13537.8	9239.9	16118.2	651.2	947.6	629.7	973.6	341.2
malM_b4037_at	213.4	316.2	275.8	238.7	351	9101.7	6325.9	7454.8	5583.3	10293.7	730.4	770.8	609.9	602.8	497.8
malP_b3417_at	333.1	439.8	298.4	366.5	410	9421.9	10935.6	10117.4	9490.9	8885.5	545.2	671.3	571.4	619	404.8
malQ_b3416_at	326.1	508.5	514.3	491.6	407.1	6013	6166.6	6360.4	6398.4	5701.1	929.1	755.9	608.1	800.3	716.8
malS_b3571_at	158	226.8	167.1	176.4	203.1	515.4	623.2	576.1	379.8	375.7	334.3	340.5	167.6	381.9	279.2
malT_b3418_at	253.8	222	227.2	312.7	198.6	437	271.3	351.2	194.5	330	929.3	893.7	711.1	743.2	883.5
malX_b1621_at	191.1	286	275.2	293.2	251.6	436.3	248.4	369.1	252.4	418.8	288.8	541.2	401.5	371.2	344.2
malY_b1622_at	105.5	128.7	120	119.4	146.7	228.8	185.2	174.6	85.2	171.7	142.4	173.1	139.6	118.6	250.3
malZ_b0403_at	385.1	540.7	419.3	342.6	359.6	553	491.5	750.5	593.5	471.8	368.9	622.6	438.7	449.4	395.7
manA_b1613_at	1523.4	1009.9	1131.1	1459.1	1164.5	1064.4	779.6	983.4	716.5	888.7	1038.5	1148.9	1089.1	670.7	1115.1
manX_b1817_at	1909.6	2006.3	2126.5	2282.5	2401.7	1673.6	1685.8	1475.3	1019	2677.9	3816.2	3779.6	3543.5	4343.6	5203.9
manY_b1818_at	2311.9	2999.2	2892.5	3697.5	3314.8	2821.4	1984.6	2907.6	2157.6	3490.2	4062.2	3871.7	3508.5	4382.5	5045.2
manZ_b1819_at	884.9	560.5	716.3	870	757.1	395	652.9	402.6	190.9	792.6	829.6	513.6	479.9	792.7	1073.4
maoC_b1387_at	199.9	60.6	148.6	137.3	307.3	291.4	266.4	97.4	211	173.8	52.1	278	130.5	158	212.9
map_b0168_at	5991.4	4637.9	4342	4751	5234.9	2735.4	3492.2	3012.8	3252.6	2958	3462.9	3788.9	3367.7	3171.2	3462.7
marA_b1531_at	7381.2	4931.2	5217.3	5968.9	5527.2	1718.9	1599.9	2236.5	2198.1	1869.7	1382	1744.4	1392.2	1364.4	1392.6
marB_b1532_at	1309.3	1177	1203.5	1461.8	1321.9	596.3	866.4	566.6	594.3	493.7	849.2	749.3	366.5	468.5	628.6
marR_b1530_at	2730.9	2472.6	2091.4	2363.5	2713.9	1208.4	1426.7	1388.6	1204.2	1028.7	1029.7	1407.1	1367.5	1253.2	1095.4
mazG_b2781_at	1585.9	1660	1507.8	1327.1	1584.6	1386.3	1332	1224.8	1077.2	1160.6	1289.6	1716.2	1255.2	1201.6	1178.4
mbhA_b0230_at	153.2	304.5	247.2	186.2	217.6	474.1	269.4	323.5	390.4	440.2	322.4	480.5	196	295.8	300.6
mcrA_b1159_at	92.1	67.8	73.9	169.7	73.2	52.6	45	8	17.5	35.3	66	17.7	79.8	36.8	60.3
mcrB_b4346_at	708.8	671.8	638.9	699.9	786.1	645.6	736	657	636.2	707.3	273.4	321.7	511.2	530.4	380.7
mcrC_b4345_at	192.6	219.1	219.5	204.4	250.4	120.9	136.3	166.3	158.5	81.7	122.7	92.6	111	70.2	122.2
mcrD_b4344_at	82.5	108.9	84.6	60.5	101.5	44.1	114.6	124.8	30.4	23	138	36.9	26	133.1	43.1
mdaA_b0851_at	3805.4	4018.1	3748.6	4170.2	3664.6	2299.5	1850.5	2092.8	1848.8	2342.3	1395	2112.3	1676.8	1893.8	1729.7
mdaB_b3028_at	1834.1	2318.9	2010.6	2649	1722.1	1439.7	975.8	1578.6	1274.2	1258.2	752	895.4	611.7	692.3	724.8
mdh_b3236_at	9174.8	7628	6843.3	7720.1	7718.2	8791.1	8183.7	9038.1	6860.5	10376	7172.9	6521.6	6721.5	9863.4	10648.1
mdlA_b0448_at	573.2	553.3	707.4	585.9	503	557.4	417.1	537.4	466	328.3	559.6	616.3	270.2	317.8	435
mdlB_b0449_at	502.2	413.1	456.8	340.3	478.9	456.9	318	429.7	532.9	378.4	385.8	513.9	407.9	284.6	324.4
mdoB_b4359_at	1270.4	1092.5	1162.7	1078	1116.4	1176.6	1633.8	1802	1658.6	1134.2	2505.6	1513.2	1372.1	1964.9	1684.8
mdoG_b1048_at	3708.3	3754.2	3557	3659	4009.9	4015.9	4011.1	4489.7	4264.8	3373.5	3473.5	4420.9	3799.3	4016.8	4338.8
mdoH_b1049_at	2129	1875.9	2521.3	2591.4	2356.6	1690.4	1908.9	1529.5	1949.6	1234.1	2142.1	2210.8	1324	1515.1	1810.9
melA_b4119_at	79.6	250.6	247.4	218.2	187.7	328.3	210.1	265.6	200.8	286.3	274	316.2	284.6	209.2	341.3
melB_b4120_at	78.3	149.1	96.7	68.4	85.3	150.8	76.3	92.8	72.6	96.5	102.9	72.5	105	46.8	94.6
melR_b4118_at	140.4	114.7	161.4	165.3	172.1	82.4	58.1	13.5	22.2	47	111.3	115	111.5	116.5	126.5
menA_b3930_at	807.1	907.7	956.6	883.4	915.3	1503.9	1633.5	1431	1320.2	1203.5	818.6	1012.9	963	879.7	874.3
menB_b2262_at	1259.3	1230.7	1314.8	1190.1	1275.3	1191.9	846.9	1324.8	1214.6	728.3	1089.7	1664	1237	911.7	1170.9
menC_b2261_at	1377.1	1804.4	1925.8	1935.8	1934	1564.2	1056.4	1557.2	1483.6	1511.1	1155.4	1929	1613.2	1437.8	1038.1
menD_b2264_at	1255.7	1280.2	1444.9	1164.2	1560.8	736.5	919.5	702	881.6	834.2	718.5	1278.3	943.4	680.4	637.2
menE_b2260_at	933.8	1037.2	927.8	729.4	848.4	877.9	617.8	845.1	911.3	630.8	1152.7	848.6	897.5	729.8	680
menF_b2265_at	1663.3	1795.7	2074.7	1834.7	2035.8	1220.8	984.4	928.8	1141.4	1151.3	561.2	1213.3	1098.6	684.1	629.4
menG_b3929_at	1600	1839.5	1757.7	2043.1	1310.9	3493.2	1776.1	2596.1	2653.5	3012	2886.5	3289.7	3076.7	3070.9	2840.3
mepA_b2328_at	1238.7	795.1	939.6	1037.7	1061.1	469.4	743.4	674.8	619.3	608.4	855.1	924.3	608.6	793.6	906
mesJ_b0188_at	754	1009.3	1064.9	1139.3	985.5	1180.9	983.4	991.1	886.1	903.1	1073	1233.4	627.2	890.6	927.5
metA_b4013_at	142.1	202.6	169.1	203.5	186.8	269.8	144.9	232.1	217.3	264.7	224.4	193.8	77.1	174.7	256.7
metB_b3939_at	518.3	707.6	730.4	821.3	1025.3	951.7	1034.6	951.8	978.4	986.2	817.8	722.8	575.2	1160	868.9
metC_b3008_at	439.8	639.2	518.1	602.6	559.8	474	384	408.5	314.5	342.7	458	436.7	332.8	365.5	498.9
metE_b3829_at	187	218	271.2	206.3	183.4	124.2	261.5	68.4	63.2	50.7	280.7	66.3	161.5	309.1	585.2
metF_b3941_at	172.1	196.8	351.1	317.6	407.5	355.4	219.2	172.6	220.1	65.5	254.2	189.2	98.5	61.1	202.8
metG_b2114_at	1296.7	1079.6	1257.6	1456.8	1017.6	546.7	1320.4	670.9	1524.7	799	920.4	892.9	610.1	658.5	1352
metH_b4019_at	721.9	863	713.6	978.1	854.8	859.9	746.9	808.9	490	877.4	1151.4	791.4	699.2	1082.7	1111.9
metJ_b3938_at	1562.4	1709.1	1619.6	1602	1562.4	2103	1574.4	1907	1855	1705.8	1494.8	1758.2	1640.5	1984	1831.2
metK_b2942_at	2214.5	2666.8	2637.4	2833.7	1926.1	1856.6	1005	1733.9	1689.5	1300	997.6	772.5	585.2	569.3	1976.8
