ID_REF	GSM153907	GSM153909	GSM153911	GSM153913	GSM153915	GSM153908	GSM153910	GSM153912	GSM153914	GSM153916
8700_at	4.112700133	3.560714954	3.916476644	3.776103988	3.292781749	3.510961919	3.916476644	3.700439718	2.925999419	3.087462841
8701_at	8.980710829	8.579693063	8.510566389	8.277054876	8.358431429	8.703211467	8.741129869	8.329123596	8.13442632	8.118941073
8702_at	0.765534746	2.632268215	3.217230716	2.944858446	1.321928095	2.292781749	2.867896464	2.981852653	3.419538892	2.232660757
8703_at	-1.736965594	-0.321928095	-0.736965594	-1.321928095	-1.321928095	-2.321928095	-0.736965594	0.678071905	-2.321928095	-3.321928095
8704_at	8.319672121	8.182890893	8.245552706	8.380677507	8.48703608	8.212861117	8.093813673	8.203592714	8.420381341	8.485426827
8705_at	4.112700133	3.765534746	2.827819025	4.560714954	3.981852653	3.981852653	3.897240426	3.666756592	3.185866545	3.185866545
8706_at	2.867896464	2.560714954	3.070389328	3.857980995	3.807354922	3.121015401	3.263034406	2.807354922	3.827819025	4.201633861
8707_at	4.986410935	3.776103988	4.145677455	4.44625623	4.426264755	4.722466024	4.307428525	4.270528942	3.981852653	3.827819025
8708_at	4.802193217	4.329123596	4.791814071	4.548436625	4.217230716	4.95419631	4.602884409	4.452858965	3.722466024	4.09592442
8709_at	3.972692654	3.40599236	3.053111336	4.517275693	4.087462841	4.343407822	3.765534746	3.432959407	3.887525271	2.887525271
8710_at	2.786596362	2.608809243	2.608809243	2.632268215	2.070389328	2.786596362	2.10433666	2.632268215	2.678071905	2.432959407
8711_i_at	0	-0.736965594	-0.514573173	-0.514573173	-0.514573173	-0.514573173	-0.736965594	-0.321928095	-1	-0.736965594
8712_r_at	2.432959407	1.201633861	1.321928095	1.5360529	1.5360529	0.378511623	1.722466024	2.906890596	3.053111336	3.62058641
8713_at	1.925999419	2.459431619	1.201633861	2.981852653	2.608809243	1.432959407	1.925999419	1.887525271	2.722466024	2.459431619
8714_at	5.652486495	5.177917792	5.378511623	3.321928095	3.217230716	5.680886921	5.569855608	5.472487771	2.847996907	3.247927513
8715_at	2.632268215	2.40599236	2.201633861	0.485426827	-0.152003093	0.378511623	2.169925001	-0.514573173	0	-1
8716_s_at	5.566815154	5.201633861	5.485426827	5.708739041	5.984133595	5.217230716	5.346956889	5.236492618	5.51412226	5.812498225
8717_at	5.296457407	4.995484519	4.847996907	4.99095486	5.137503524	4.797012978	5.053111336	4.744161096	4.977279923	4.968090752
8718_at	3.053111336	2.632268215	2.827819025	2.867896464	2.887525271	2.40599236	2.292781749	2.169925001	2.560714954	2.292781749
8719_at	-0.152003093	2.350497247	3.350497247	3.277984747	2.459431619	3.40599236	2.608809243	2.40599236	2.632268215	2.10433666
8720_f_at	4.419538892	4.638073837	4.153805336	4.053111336	4.217230716	3.485426827	3.722466024	4.5360529	4.638073837	4.087462841
8721_at	-0.321928095	1.432959407	1.432959407	2.584962501	0.678071905	0	1.432959407	0.847996907	2.378511623	1.584962501
8722_at	6.649615459	6.721099189	6.687900522	6.008988783	6.437960088	6.43629512	6.786596362	6.078951341	6.147713722	6.266786541
8723_at	8.40045254	8.083745237	8.047123912	7.437127844	7.591709333	8.024585638	8.566434646	7.856114234	7.582706527	7.539934245
8724_at	5.94016675	6.063934306	5.727920455	6.589463893	6.578938713	6.350497247	6.09592442	6.58044702	7.137503524	7.014578465
8725_g_at	5.177917792	5.259272487	4.981852653	6.632268215	6.574404309	5.968090752	4.722466024	5.87774425	6.861707287	7.269594252
8726_at	7.027905997	6.820178962	6.651051691	6.566815154	6.824004051	6.704595348	6.87897051	6.927185358	6.731997787	6.855491443
8727_at	3.817623258	3.336283388	3.217230716	2	1.584962501	3.137503524	3.916476644	3.03562391	1.263034406	2.40599236
8728_at	4.153805336	5.40599236	3.5360529	4.655351829	4.694880193	4.655351829	4.44625623	4.193771743	3.678071905	3.765534746
8729_at	2.906890596	2.608809243	2.432959407	2.722466024	2.378511623	2.321928095	3.10433666	2.847996907	2.350497247	2.786596362
8730_g_at	6.817623258	6.623515741	6.45779126	7.173926932	7.242221395	6.6395216	6.456149035	6.50779464	7.375039431	7.303780748
8731_at	2.700439718	3.121015401	3.498250868	2.608809243	0.925999419	3.185866545	4.09592442	2.378511623	0.137503524	2.786596362
