ID_REF	GSM6711	GSM6712	GSM6713	GSM6715	GSM6717	GSM6726	GSM6728	GSM6729	GSM6730	GSM6731	GSM6732
3025_s_at	6.943686952	6.894817763	6.705977902	6.543805176	6.339850003	5.87036472	6.883865155	6.678071905	6.76420813	6.986410935	6.375039431
3026_at	3.572889668	0.378511623	1.070389328	1.963474124	3.837943242	1.722466024	3.596935142	4.008988783	3.887525271	3.232660757	4.64385619
3027_at	3.03562391	1.765534746	3.608809243	0.485426827	3	-0.514573173	2.263034406	-0.736965594	2.786596362	3.666756592	0.847996907
3028_at	1.378511623	-1.321928095	-2.321928095	-0.321928095	-0.321928095	0.378511623	-1	-0.736965594	3.053111336	-0.736965594	1.678071905
3029_at	0.678071905	3.232660757	3.336283388	2.432959407	2.963474124	-1.321928095	1.765534746	-1.321928095	1.807354922	1.722466024	2.40599236
3030_at	1.137503524	5.224966365	1.632268215	2.722466024	2.608809243	3.632268215	2.608809243	3.678071905	5.255500733	4.026800059	3.053111336
3031_at	5.711494907	4.749534268	4.240314329	5.044394119	5.01346226	5.270528942	5.495055528	5.44625623	5.314696526	5.201633861	5.044394119
3032_at	4.817623258	3.364572432	4.925999419	4.765534746	3.765534746	5.133399125	6.059614856	5.529820947	5.768184325	4.765534746	4.727920455
3033_s_at	5.449561375	5.87774425	4.727920455	5.830356747	5.361066489	5.399171094	5.581953751	5.703211467	5.794415866	5.83541884	5.797012978
3034_at	2.169925001	3.321928095	4.209453366	3.5360529	1.321928095	2.137503524	4.523561956	0.678071905	3.87774425	3.350497247	5.03562391
3035_at	4.472487771	4.255500733	4.54225805	4.378511623	3.972692654	5.678071905	4.523561956	4.572889668	4.255500733	4.882643049	5.224966365
3036_at	4.439623138	4.153805336	3.906890596	5.201633861	4.99095486	5.495055528	4.560714954	5.022367813	4.285402219	4.94016675	5.061776198
3037_at	1.807354922	2.765534746	0.137503524	1.632268215	2.5360529	1.5360529	0.678071905	0.678071905	1.432959407	1	2.560714954
3038_at	3.95419631	3.350497247	3.700439718	3.95419631	3.972692654	4.504620392	2.201633861	2.459431619	3.44625623	3.981852653	4.03562391
3039_s_at	8.889047583	8.699745948	8.678424083	9.216988308	8.957682486	8.826548487	8.684047262	8.499048598	9.070657661	8.627533884	8.95070169
3040_at	5.452858965	4.498250868	5.768184325	5.882643049	5.626439137	5.64385619	4.949534933	5.378511623	5.381975479	6.057450272	5.209453366
3041_at	5.860466259	5.303780748	5.714245518	6.098032083	5.057450272	4.529820947	3.827819025	4.744161096	4.485426827	4.554588852	5.757556689
3042_at	4.40599236	4.916476644	3.510961919	4.958842675	5.108524457	4.754887502	3.560714954	4.169925001	4.781359714	3.232660757	4.224966365
3043_at	3.017921908	3.807354922	1	3.897240426	2.906890596	4.498250868	0.847996907	4.070389328	4.44625623	1.887525271	3.350497247
3044_at	4.145677455	1.632268215	0.263034406	4.008988783	3.232660757	0.678071905	2.560714954	2.560714954	1.722466024	1.378511623	3.887525271
3045_s_at	6.482202926	6.472487771	5.768184325	6.716990894	6.294620749	6.427941333	6.390598906	7.22881869	6.301953395	6.139551352	6.515699838
3046_at	4.727920455	5.381975479	6.076815597	3.201633861	5.004501392	3.887525271	5.442943496	5.357552005	5.329123596	4	4.112700133
3047_at	4.070389328	3.632268215	3.277984747	2.867896464	3.608809243	1.887525271	4.529820947	2.867896464	3.797012978	3.944858446	-0.514573173
3048_at	1.137503524	3.087462841	1.765534746	2.722466024	0.137503524	3.510961919	1.584962501	4.070389328	3.459431619	0.925999419	0.765534746
3049_at	0.678071905	3.432959407	1.432959407	0.584962501	-0.514573173	-1.321928095	0.678071905	-1.736965594	2.378511623	0.378511623	-1.321928095
3050_at	3.916476644	4.892391026	4.03562391	4.459431619	4.232660757	4.738767837	3.655351829	4.09592442	4.504620392	3.498250868	4.217230716
3051_at	4.66106548	3.201633861	5.321928095	4.958842675	3.754887502	3.247927513	4.378511623	3.40599236	4.626439137	3.887525271	4.03562391
3052_at	-0.514573173	-1	0.678071905	0.678071905	0.263034406	-1.321928095	0	0	3.523561956	0	3.292781749
3053_at	3.277984747	2	3.053111336	3.857980995	2.432959407	1.963474124	1.963474124	2.263034406	3.087462841	2.608809243	3.053111336
3054_at	3.797012978	1.485426827	2.5360529	3.972692654	4.209453366	3.765534746	1.925999419	3.897240426	1.925999419	4.911691582	3.263034406
3055_g_at	4.791814071	3.053111336	4.145677455	4.892391026	3.963474124	4.968090752	4.887525271	3.087462841	5.165911939	5.040015679	4.336283388
3056_s_at	4.921245889	1.485426827	3.837943242	4.66106548	2.786596362	1.321928095	4.529820947	4.822730148	5.240314329	4.87282876	5.165911939
3057_s_at	6.607330314	6.725195817	6.483815777	6.242221395	7.017921908	5.736063628	6.434628228	6.822730148	6.534497434	6.659639187	5.850499414
3058_s_at	6.58044702	7.372429792	6.773468928	6.321928095	7.206526016	5.754887502	6.794415866	7.020146573	6.48058827	6.520422249	5.83541884
3059_at	-2.321928095	-0.321928095	3.584962501	-0.321928095	0.485426827	2.459431619	1.807354922	1.847996907	0.584962501	1.485426827	2.722466024
3060_at	4.64385619	4.247927513	4.678071905	4.791814071	4.897240426	5.074676686	4.738767837	4.504620392	4.722466024	5.224966365	5.044394119
3061_at	-2.321928095	0.378511623	0.378511623	1.5360529	0.847996907	0	0	0.263034406	1.263034406	2.137503524	-0.514573173
3062_at	2.10433666	2.700439718	-1.736965594	-1.736965594	2.485426827	-0.321928095	1	0.584962501	0.137503524	0.263034406	3.137503524
3063_at	2.963474124	3.070389328	-0.736965594	0.678071905	2.292781749	2.232660757	2.40599236	0.678071905	0.765534746	1.070389328	1.584962501
3064_at	3.485426827	1.584962501	4.285402219	2.03562391	3.765534746	3.95419631	3.392317423	4.292781749	1.485426827	4.608809243	3.916476644
3065_g_at	4.399171094	5.757556689	5.259272487	4.285402219	5.87774425	5.01346226	3.472487771	5.28169825	5.602884409	4.240314329	5.672425342
3066_at	3.017921908	2.807354922	0.137503524	0.584962501	-0.736965594	-0.514573173	0	0	1.584962501	3.857980995	3.817623258
3067_g_at	4.432959407	3.584962501	2.378511623	4.10433666	1.807354922	3.744161096	0.765534746	3.523561956	4.378511623	0.584962501	1.321928095
3068_s_at	6.116863758	5.770829046	5.986410935	6.521992956	5.205548911	5.99095486	5.652486495	5.501439145	6.116863758	5.700439718	5.797012978
3069_s_at	5.928370323	4.882643049	5.339850003	4.300123725	3.40599236	4.285402219	3.678071905	2.925999419	3.916476644	3.95419631	3.797012978
3070_s_at	5.01346226	5.14974712	3.935459748	5.416164165	4.432959407	5.10433666	4.465974465	4.277984747	5.141596278	5.429615964	5.462706751
3071_s_at	6.958842675	6.534497434	6.189824559	7.540709263	6.700439718	5.817623258	5.993221467	5.399171094	6.596935142	6.590961241	6.816343705
3072_s_at	8.854556752	8.918266959	8.756556323	9.186361891	8.810571635	8.636262089	7.927185358	8.019590728	8.47370575	8.452447178	8.836366009
