ID_REF	GSM29912	GSM29914	GSM29917	GSM29920	GSM29921	GSM29922	GSM225515	GSM225516	GSM225517	GSM225519	GSM225520	GSM225521	GSM29934	GSM29936	GSM29937	GSM225469	GSM225482	GSM225514
10525_at	5.263034406	6.01346226	4.786596362	5.997744026	5.804776378	5.614709844	7.112700133	6.171927354	8.011227255	5.882643049	5.705977902	5.867896464	9.373735202	9.604182547	10.12515513	8.924515622	8.933690655	9.021257621
10526_at	6.832890014	6.957682486	6.307428525	7.570614722	7.21916852	7.346956889	6.77478706	6.976134473	7.426264755	7.168922782	7.222070355	7.297374861	7.067165427	6.131342539	7.364572432	7.340740281	7.133399125	7.170926525
10527_at	5.984133595	6.441284272	6.470862199	6.296457407	6.089582893	6.429615964	6.499845887	6.223036338	6.757556689	6.215290306	7.046578367	6.199672345	5.314696526	4.529820947	5.01346226	5.329123596	5.472487771	5.181897643
10528_at	7.318316841	6.447909749	6.736063628	6.855491443	7.006746832	6.904484098	6.663913842	6.854245054	7.12722055	6.718361626	6.918863237	6.8008999	6.685099172	5.988684687	6.562242424	6.38024459	6.899659026	6.48864354
10529_i_at	11.46332001	12.26141916	11.45285896	11.71673374	11.92068781	11.85479048	11.68391572	11.97394844	11.79380649	11.89637025	11.66431394	11.96087076	11.51051694	12.62536639	12.47167521	12.26649376	12.64053869	12.60323224
10530_at	6.553053253	6.6395216	6.710117632	6.238404739	5.385431037	5.887525271	5.61176256	6.726558779	5.614709844	5.972692654	5.986410935	5.916476644	6.469234794	4.847996907	5.711494907	5.632268215	5.807354922	5.008988783
10531_at	5.765534746	5.837943242	5.689299161	6.46760555	6.776103988	6.690696444	6.171927354	5.669593751	5.581953751	6.141596278	6.211401637	6.246027981	4.867896464	3.307428525	5.074676686	5.655351829	5.937815169	5.635173947
10532_at	6.569855608	6.506208389	6.498250868	6.334496768	6.76420813	6.852997588	6.51412226	6.242221395	6.773468928	7.030115331	7.055282436	6.980710829	6.402585758	5.809928866	6.121015401	6.510961919	6.566815154	6.400879436
10533_at	7.257387843	7.006746832	6.565292521	7.243173983	6.642412773	7.026800059	8.070389328	7.928962441	8.182890893	6.54225805	7.019034669	6.549977143	6.232660757	4.847996907	5.145677455	6.264911693	6.147713722	5.551516018
10534_at	4.329123596	4.626439137	4.307428525	5.169925001	4.935459748	4.485426827	4.412781525	4.5360529	4.66106548	4.786596362	5.325530332	4.733354341	3.776103988	-0.152003093	3.596935142	2.584962501	2.944858446	3.392317423
10535_at	7.988116585	7.478971805	7.916476644	6.930737338	6.806066226	6.960001932	7.11997861	7.20261362	6.978424465	6.610286657	7.002252452	7.157852169	7.301953395	6.87282876	7.089582893	7.029011087	7.158862106	6.689299161
10536_at	5.03562391	5.074676686	4.64385619	5.965784285	5.06608919	5.845490051	4.827819025	4.548436625	4.678071905	4.439623138	4.770829046	4.867896464	5.50779464	4.498250868	5.569855608	4.350497247	4.672425342	4.683696454
10537_at	4.137503524	3.666756592	3.827819025	3.548436625	3.944858446	4.09592442	3.247927513	4.201633861	3.350497247	4.321928095	4.177917792	3.689299161	3.017921908	2.292781749	2.700439718	4.137503524	3.847996907	3.263034406
10538_at	7.338959175	6.525129251	6.891176125	7.925999419	7.393175914	7.714932352	7.05202456	7.372429792	7.17990909	7.470862199	7.727920455	7.473299871	6.537606691	5.563768278	5.867896464	6.303780748	6.352264173	6.424586226
10539_at	5.703211467	5.409390936	5.422905743	5.865423978	5.87036472	5.997744026	5.714245518	5.572889668	5.897240426	5.765534746	6.238404739	5.510961919	5.395748328	2.744161096	5.197708158	5.300123725	5.259272487	4.958842675
10540_at	4.791814071	4.485426827	4.247927513	5.563768278	5.129283017	5.842978832	4.232660757	3.837943242	4.09592442	5.017921908	5.091699834	4.916476644	4.465974465	3.137503524	3.797012978	4.465974465	4.40599236	3.963474124
10541_at	6.123086751	5.599912842	5.236492618	5.703211467	5.847996907	5.963474124	5.141596278	4.770829046	5.482202926	5.026800059	5.797012978	5.177917792	5.757556689	4.94016675	5.892391026	5.694880193	5.965784285	5.984133595
