ID_REF	GSM1133094	GSM1133095	GSM1133096	GSM1133097	GSM1133098	GSM1133099	GSM1133100	GSM1133101	GSM1133102	GSM1133103	GSM1133104	GSM1133105	GSM1133106	GSM1133107	GSM1133108
1422761_at	125.9	149.3	147.1	129.7	191.3	100.4	182.6	98	102.1	134.6	150.5	121.5	117.4	179.2	82
1422762_at	64.6	91.3	69.9	90.5	86	16.9	50.7	74.1	77.1	95.2	29.2	131.3	97.8	70.9	79.4
1422763_at	471.5	508.7	436	691.7	436.9	307.2	706.6	633.6	443.9	435.4	462.3	514.5	251	496.9	461.8
1422764_at	5349.5	5835	6073.7	6476.2	6515.5	5582.2	6068.2	6257.3	5735.8	5581.7	5446.9	5205.3	6563	5662.5	5956.6
1422765_at	67.6	7.4	49.5	32.2	53.2	50	117.3	68.5	72.6	112.1	134	75.6	30	127.5	53.8
1422766_at	709	764.2	816.8	728.7	691.5	498.6	777.3	789	688.4	552.2	674.2	803.9	753.2	827.4	589.9
1422767_at	1898.7	2174.2	1976.7	2387.4	2008.1	1549.5	2844.3	1546.9	1338.8	1506.6	1291.8	1149.7	1108.2	1046.7	1327.1
1422768_at	1561.2	1236.4	1559.3	938.4	1429	947.8	1257.2	864	1585.1	1712.8	1155.9	793.7	1033.1	781.5	800.2
1422769_at	2235.1	2013.1	2398.6	2326.1	2609.2	988.2	1941.7	2014.2	2067.5	2088.3	1943.5	1431.3	2140.9	1906.6	1440.2
1422770_at	249.6	456	312.9	492.4	241	371	506.4	568.1	369.7	269.5	325.1	452.4	277.9	457	579.6
1422771_at	42.4	37.5	19.5	2	24.6	13	29.3	38.1	64.6	23.3	35.2	36.1	35.3	30.2	27.8
1422772_at	665.3	1084.9	702.6	1564.6	670.5	540.4	690.7	1024.4	438.5	487	539	612.3	1220.4	865.9	735
1422773_at	1	10.9	6.9	64	3.7	1.9	18.9	2.6	45.3	40.1	27.8	7.9	21.5	15.8	33.1
1422774_at	77.2	91.5	19.8	75.4	28.7	76.8	60.5	38	53.9	37.4	51	51.3	7.4	45.8	107.3
1422775_at	247.6	202.1	235.9	229.5	242.4	250.9	164.3	296.9	181.5	125.8	465.7	607.3	358.2	491.5	441.6
1422776_at	8.9	5.4	5	40.5	4.6	14.9	20.5	10.8	6.4	21.2	5.4	5.5	4.6	17.7	45.6
