ID_REF	GSM106918	GSM122994	GSM123002	GSM123003	GSM123007	GSM123065	GSM123066	GSM123067	GSM123068	GSM123069	GSM123070	GSM123071	GSM123072	GSM123073	GSM123074
1630915_at	8.270996061	8.631177056	8.616548844	7.827819025	8.243173983	7.840463234	8.497053445	8.093813673	8.346956889	8.593951284	8.306061689	8.368506462	8.434211203	8.730979533	8.533719071
1630916_at	10.14146856	9.903731243	10.03273453	9.983136126	10.16327229	9.905838247	9.960291601	9.896937815	9.917073663	9.837785596	9.90147032	9.996332249	9.935017678	9.921543444	9.945443836
1630917_at	6.896029603	6.852997588	6.663913842	7.070389328	6.652486495	6.97384084	6.826548487	7.313790025	7.088523257	6.82527683	6.937815169	7.116863758	7.255500733	6.831623937	7.168922782
1630918_at	7.359310317	7.9489512	7.77016832	7.573647187	7.39145842	7.302867361	7.605109074	7.560714954	7.527477006	7.924812504	7.774128144	7.6794801	7.887525271	7.674545394	7.849874194
1630919_at	6.330916878	5.10433666	6.183883459	5.87774425	6.673839056	5.578938713	5.569855608	5.882643049	5.409390936	4.232660757	5.741466986	6.129283017	6.040015679	5.911691582	5.860466259
1630920_at	6.658211483	6.992088609	6.678071905	6.566815154	6.43629512	6.885086225	6.589463893	6.503030646	6.786596362	6.175923742	6.687900522	6.62058641	6.892391026	7.010108453	7.046578367
1630921_at	3.596935142	3.307428525	5.725195817	4.887525271	3.292781749	5.733354341	5.409390936	6.10433666	5.209453366	5.510961919	5.259272487	4.862947248	5.224966365	5	5.680886921
1630922_at	3.485426827	4.112700133	4.781359714	4.632268215	6.044394119	4.744161096	4.378511623	4.307428525	4.307428525	3.40599236	4.5360529	5.026800059	2.765534746	4.62058641	4.145677455
1630923_at	8.136991112	7.780703794	7.989252565	8.173926932	8.327328083	8.162391329	8.157346935	8.363696745	8.071462363	8.118422024	8.20994068	8.100136671	8.100662339	8.292781749	8.118941073
1630924_at	2.350497247	1.722466024	3.03562391	1.722466024	0.765534746	1.584962501	3.03562391	4.03562391	2.722466024	1.632268215	4.121015401	4.277984747	2.700439718	4.765534746	2.5360529
1630925_at	11.28580676	11.2511865	11.31197531	11.30554879	11.39767463	11.33656235	11.45609768	11.27262978	11.42972056	11.4644947	11.26508756	11.28771238	11.35799178	11.32046211	11.285171
1630926_at	2.584962501	1.963474124	4.842978832	4.300123725	3.263034406	1.765534746	2.765534746	2.485426827	3.786596362	3.03562391	4.578938713	2.10433666	3.292781749	5.100136671	3.217230716
1630927_x_at	2.485426827	4.217230716	4.087462841	1.925999419	4.754887502	1.5360529	1.070389328	1.432959407	1.485426827	0.765534746	4.498250868	4.666756592	1.263034406	5.277984747	3.087462841
1630928_at	4.307428525	4.578938713	4.892391026	2.137503524	3.666756592	3.897240426	2.807354922	0.378511623	3.655351829	2.847996907	4.201633861	2.10433666	2.786596362	2.925999419	4.738767837
1630929_at	10.94844024	11.03946744	10.93950576	10.95288682	10.94734472	11.00239311	10.95354171	10.90101771	10.94295428	11.01478766	10.7476895	10.93553341	10.96499058	10.65651425	10.61203912
